0: SUCCESS | Shard: shards/shard_0.db | Value: 1176617618.0
419: SUCCESS | Shard: shards/shard_1.db | Value: 405409800.0
420: SUCCESS | Shard: shards/shard_1.db | Value: 2625151668.0
421: SUCCESS | Shard: shards/shard_0.db | Value: 747593016.0
422: SUCCESS | Shard: shards/shard_0.db | Value: 1787784152.0
423: SUCCESS | Shard: shards/shard_1.db | Value: 2313980304.0
424: SUCCESS | Shard: shards/shard_1.db | Value: 3337950199.0
425: SUCCESS | Shard: shards/shard_3.db | Value: 4067.5711
426: SUCCESS | Shard: shards/shard_3.db | Value: 9930.1752
427: SUCCESS | Shard: shards/shard_3.db | Value: 7510.1537
428: SUCCESS | Shard: shards/shard_3.db | Value: 2969.3094
429: SUCCESS | Shard: shards/shard_3.db | Value: 965.949
430: SUCCESS | Shard: shards/shard_0.db | Value: 3632974823.0
431: SUCCESS | Shard: shards/shard_3.db | Value: 7193.2164
432: SUCCESS | Shard: shards/shard_3.db | Value: 1246.4793
433: SUCCESS | Shard: shards/shard_2.db | Value: 8033.7933
434: SUCCESS | Shard: shards/shard_0.db | Value: 3677546457.0
435: SUCCESS | Shard: shards/shard_1.db | Value: 3865971003.0
436: SUCCESS | Shard: shards/shard_3.db | Value: 8930.2221
437: SUCCESS | Shard: shards/shard_0.db | Value: 769774048.0
438: SUCCESS | Shard: shards/shard_3.db | Value: 7019.0905
439: SUCCESS | Shard: shards/shard_3.db | Value: 4268.5092
440: SUCCESS | Shard: shards/shard_1.db | Value: 3415900219.0
441: SUCCESS | Shard: shards/shard_3.db | Value: 3060.2318
442: SUCCESS | Shard: shards/shard_1.db | Value: 2394593493.0
443: SUCCESS | Shard: shards/shard_1.db | Value: 3993649904.0
444: SUCCESS | Shard: shards/shard_1.db | Value: 1351621968.0
445: SUCCESS | Shard: shards/shard_0.db | Value: 42820277.0
446: SUCCESS | Shard: shards/shard_1.db | Value: 1348111176.0
447: SUCCESS | Shard: shards/shard_3.db | Value: 6184.2267
448: SUCCESS | Shard: shards/shard_2.db | Value: 2949.3336
449: SUCCESS | Shard: shards/shard_1.db | Value: 4097301153.0
450: SUCCESS | Shard: shards/shard_0.db | Value: 800927561.0
451: SUCCESS | Shard: shards/shard_0.db | Value: 1299479738.0
452: SUCCESS | Shard: shards/shard_2.db | Value: 3528.5653
453: SUCCESS | Shard: shards/shard_1.db | Value: 228095790.0
454: SUCCESS | Shard: shards/shard_1.db | Value: 1119191669.0
455: SUCCESS | Shard: shards/shard_1.db | Value: 3251240523.0
456: SUCCESS | Shard: shards/shard_0.db | Value: 1790166933.0
457: SUCCESS | Shard: shards/shard_0.db | Value: 253824773.0
458: SUCCESS | Shard: shards/shard_0.db | Value: 2820989865.0
459: SUCCESS | Shard: shards/shard_1.db | Value: 3040333498.0
460: SUCCESS | Shard: shards/shard_0.db | Value: 3310295015.0
461: SUCCESS | Shard: shards/shard_1.db | Value: 1868766625.0
462: SUCCESS | Shard: shards/shard_0.db | Value: 3750471477.0
463: SUCCESS | Shard: shards/shard_2.db | Value: 959.8303
464: SUCCESS | Shard: shards/shard_0.db | Value: 2386367420.0
465: SUCCESS | Shard: shards/shard_2.db | Value: 6170.9581
466: SUCCESS | Shard: shards/shard_0.db | Value: 2139142006.0
467: SUCCESS | Shard: shards/shard_1.db | Value: 2998009096.0
468: SUCCESS | Shard: shards/shard_3.db | Value: 1549.3321
469: SUCCESS | Shard: shards/shard_0.db | Value: 3286731140.0
470: SUCCESS | Shard: shards/shard_3.db | Value: 4963.2444
471: SUCCESS | Shard: shards/shard_0.db | Value: 3963242741.0
472: SUCCESS | Shard: shards/shard_3.db | Value: 6559.4393
473: SUCCESS | Shard: shards/shard_0.db | Value: 1002784878.0
474: SUCCESS | Shard: shards/shard_0.db | Value: 2379143667.0
475: SUCCESS | Shard: shards/shard_2.db | Value: 8785.6001
476: SUCCESS | Shard: shards/shard_0.db | Value: 4156431321.0
477: SUCCESS | Shard: shards/shard_1.db | Value: 961145477.0
478: SUCCESS | Shard: shards/shard_0.db | Value: 1821872533.0
479: SUCCESS | Shard: shards/shard_2.db | Value: 1252.2849
480: SUCCESS | Shard: shards/shard_1.db | Value: 162657253.0
481: SUCCESS | Shard: shards/shard_0.db | Value: 3392138682.0
482: SUCCESS | Shard: shards/shard_3.db | Value: 8104.8432
483: SUCCESS | Shard: shards/shard_3.db | Value: 7285.5613
484: SUCCESS | Shard: shards/shard_1.db | Value: 3954416960.0
485: SUCCESS | Shard: shards/shard_2.db | Value: 4318.898
486: SUCCESS | Shard: shards/shard_1.db | Value: 2421893256.0
487: SUCCESS | Shard: shards/shard_2.db | Value: 7033.9242
488: SUCCESS | Shard: shards/shard_1.db | Value: 2571838966.0
489: SUCCESS | Shard: shards/shard_2.db | Value: 6249.4254
490: SUCCESS | Shard: shards/shard_2.db | Value: 3569.0168
491: SUCCESS | Shard: shards/shard_3.db | Value: 3957.5907
492: SUCCESS | Shard: shards/shard_1.db | Value: 2571577031.0
493: SUCCESS | Shard: shards/shard_3.db | Value: 3612.3906
494: SUCCESS | Shard: shards/shard_1.db | Value: 4249225078.0
495: SUCCESS | Shard: shards/shard_3.db | Value: 2828.1151
496: SUCCESS | Shard: shards/shard_2.db | Value: 4835.4866
497: SUCCESS | Shard: shards/shard_0.db | Value: 966219713.0
498: SUCCESS | Shard: shards/shard_2.db | Value: 8060.7011
499: SUCCESS | Shard: shards/shard_1.db | Value: 144863618.0
500: SUCCESS | Shard: shards/shard_0.db | Value: 4074753086.0
501: SUCCESS | Shard: shards/shard_1.db | Value: 3526680584.0
502: SUCCESS | Shard: shards/shard_0.db | Value: 1423149929.0
503: SUCCESS | Shard: shards/shard_1.db | Value: 3173805096.0
504: SUCCESS | Shard: shards/shard_0.db | Value: 195551483.0
505: SUCCESS | Shard: shards/shard_3.db | Value: 9787.1561
506: SUCCESS | Shard: shards/shard_0.db | Value: 3176417902.0
507: SUCCESS | Shard: shards/shard_2.db | Value: 8843.2159
508: SUCCESS | Shard: shards/shard_3.db | Value: 1272.7554
509: SUCCESS | Shard: shards/shard_2.db | Value: 8097.3762
510: SUCCESS | Shard: shards/shard_3.db | Value: 1097.8215
511: SUCCESS | Shard: shards/shard_3.db | Value: 6417.3795
512: SUCCESS | Shard: shards/shard_1.db | Value: 4236568662.0
513: SUCCESS | Shard: shards/shard_1.db | Value: 740151509.0
514: SUCCESS | Shard: shards/shard_2.db | Value: 2160.2813
515: SUCCESS | Shard: shards/shard_2.db | Value: 6811.0512
516: SUCCESS | Shard: shards/shard_1.db | Value: 2635047258.0
517: SUCCESS | Shard: shards/shard_2.db | Value: 5324.1794
518: SUCCESS | Shard: shards/shard_2.db | Value: 1931.4699
519: SUCCESS | Shard: shards/shard_3.db | Value: 3491.5206
520: SUCCESS | Shard: shards/shard_2.db | Value: 9614.3321
521: SUCCESS | Shard: shards/shard_1.db | Value: 379815045.0
522: SUCCESS | Shard: shards/shard_2.db | Value: 1369.6272
523: SUCCESS | Shard: shards/shard_1.db | Value: 223588608.0
524: SUCCESS | Shard: shards/shard_1.db | Value: 2794571403.0
525: SUCCESS | Shard: shards/shard_1.db | Value: 574007813.0
526: SUCCESS | Shard: shards/shard_3.db | Value: 3588.8308
527: SUCCESS | Shard: shards/shard_2.db | Value: 8615.3442
528: SUCCESS | Shard: shards/shard_0.db | Value: 971594763.0
529: SUCCESS | Shard: shards/shard_2.db | Value: 1580.3159
530: SUCCESS | Shard: shards/shard_0.db | Value: 1677231794.0
531: SUCCESS | Shard: shards/shard_2.db | Value: 5952.5825
532: SUCCESS | Shard: shards/shard_0.db | Value: 2905792656.0
533: SUCCESS | Shard: shards/shard_0.db | Value: 3920571532.0
534: SUCCESS | Shard: shards/shard_0.db | Value: 1322782057.0
535: SUCCESS | Shard: shards/shard_0.db | Value: 1489359639.0
536: SUCCESS | Shard: shards/shard_3.db | Value: 6840.9269
537: SUCCESS | Shard: shards/shard_2.db | Value: 1482.6385
538: SUCCESS | Shard: shards/shard_0.db | Value: 2760269736.0
539: SUCCESS | Shard: shards/shard_3.db | Value: 2616.1862
540: SUCCESS | Shard: shards/shard_1.db | Value: 1799619986.0
541: SUCCESS | Shard: shards/shard_1.db | Value: 3901266740.0
542: SUCCESS | Shard: shards/shard_1.db | Value: 747958052.0
543: SUCCESS | Shard: shards/shard_0.db | Value: 3561570544.0
544: SUCCESS | Shard: shards/shard_3.db | Value: 6957.9437
545: SUCCESS | Shard: shards/shard_0.db | Value: 1594524071.0
546: SUCCESS | Shard: shards/shard_1.db | Value: 3357165789.0
547: SUCCESS | Shard: shards/shard_0.db | Value: 999685361.0
548: SUCCESS | Shard: shards/shard_2.db | Value: 4065.4089
549: SUCCESS | Shard: shards/shard_3.db | Value: 5818.6189
550: SUCCESS | Shard: shards/shard_1.db | Value: 309526078.0
551: SUCCESS | Shard: shards/shard_2.db | Value: 6456.399
552: SUCCESS | Shard: shards/shard_3.db | Value: 6785.618
553: SUCCESS | Shard: shards/shard_0.db | Value: 2271010287.0
554: SUCCESS | Shard: shards/shard_0.db | Value: 2919614785.0
555: SUCCESS | Shard: shards/shard_1.db | Value: 4227360664.0
556: SUCCESS | Shard: shards/shard_3.db | Value: 2261.8618
557: SUCCESS | Shard: shards/shard_1.db | Value: 2641106075.0
558: SUCCESS | Shard: shards/shard_1.db | Value: 2249748281.0
559: SUCCESS | Shard: shards/shard_1.db | Value: 1270931505.0
560: SUCCESS | Shard: shards/shard_2.db | Value: 2426.4083
561: SUCCESS | Shard: shards/shard_2.db | Value: 853.8048
562: SUCCESS | Shard: shards/shard_1.db | Value: 713632404.0
563: SUCCESS | Shard: shards/shard_0.db | Value: 1151949573.0
564: SUCCESS | Shard: shards/shard_3.db | Value: 9932.4646
565: SUCCESS | Shard: shards/shard_0.db | Value: 2295405971.0
566: SUCCESS | Shard: shards/shard_3.db | Value: 1730.3144
567: SUCCESS | Shard: shards/shard_3.db | Value: 3724.334
568: SUCCESS | Shard: shards/shard_3.db | Value: 2608.3655
569: SUCCESS | Shard: shards/shard_0.db | Value: 1674793322.0
570: SUCCESS | Shard: shards/shard_0.db | Value: 1738803267.0
571: SUCCESS | Shard: shards/shard_0.db | Value: 960272679.0
572: SUCCESS | Shard: shards/shard_1.db | Value: 1797958599.0
573: SUCCESS | Shard: shards/shard_0.db | Value: 1984009159.0
574: SUCCESS | Shard: shards/shard_1.db | Value: 953517790.0
575: SUCCESS | Shard: shards/shard_3.db | Value: 6931.8484
576: SUCCESS | Shard: shards/shard_1.db | Value: 739696869.0
577: SUCCESS | Shard: shards/shard_2.db | Value: 4025.1266
578: SUCCESS | Shard: shards/shard_0.db | Value: 169809040.0
579: SUCCESS | Shard: shards/shard_3.db | Value: 6227.9316
580: SUCCESS | Shard: shards/shard_2.db | Value: 1772.6116
581: SUCCESS | Shard: shards/shard_0.db | Value: 3620193174.0
582: SUCCESS | Shard: shards/shard_1.db | Value: 457414291.0
583: SUCCESS | Shard: shards/shard_2.db | Value: 7398.157
584: SUCCESS | Shard: shards/shard_2.db | Value: 1216.6094
585: SUCCESS | Shard: shards/shard_3.db | Value: 4277.8794
586: SUCCESS | Shard: shards/shard_1.db | Value: 1000730905.0
587: SUCCESS | Shard: shards/shard_3.db | Value: 6551.7796
588: SUCCESS | Shard: shards/shard_0.db | Value: 948518252.0
589: SUCCESS | Shard: shards/shard_3.db | Value: 7002.5315
590: SUCCESS | Shard: shards/shard_3.db | Value: 4986.5621
591: SUCCESS | Shard: shards/shard_0.db | Value: 1197853593.0
592: SUCCESS | Shard: shards/shard_2.db | Value: 1338.7046
593: SUCCESS | Shard: shards/shard_0.db | Value: 2168788855.0
594: SUCCESS | Shard: shards/shard_0.db | Value: 3510170486.0
595: SUCCESS | Shard: shards/shard_2.db | Value: 2116.8329
596: SUCCESS | Shard: shards/shard_1.db | Value: 3126827582.0
597: SUCCESS | Shard: shards/shard_3.db | Value: 301.4392
598: SUCCESS | Shard: shards/shard_2.db | Value: 3728.5792
599: SUCCESS | Shard: shards/shard_2.db | Value: 9165.8021
600: SUCCESS | Shard: shards/shard_3.db | Value: 1996.3822
601: SUCCESS | Shard: shards/shard_2.db | Value: 5859.0749
602: SUCCESS | Shard: shards/shard_2.db | Value: 9861.8125
603: SUCCESS | Shard: shards/shard_2.db | Value: 9173.6467
604: SUCCESS | Shard: shards/shard_0.db | Value: 2730834013.0
605: SUCCESS | Shard: shards/shard_2.db | Value: 6828.3197
606: SUCCESS | Shard: shards/shard_0.db | Value: 2851483565.0
607: SUCCESS | Shard: shards/shard_1.db | Value: 3196160712.0
608: SUCCESS | Shard: shards/shard_3.db | Value: 4635.9392
609: SUCCESS | Shard: shards/shard_3.db | Value: 9845.2225
610: SUCCESS | Shard: shards/shard_1.db | Value: 2388638870.0
611: SUCCESS | Shard: shards/shard_2.db | Value: 5441.3763
612: SUCCESS | Shard: shards/shard_0.db | Value: 2267837195.0
613: SUCCESS | Shard: shards/shard_2.db | Value: 728.337
614: SUCCESS | Shard: shards/shard_1.db | Value: 2819636970.0
615: SUCCESS | Shard: shards/shard_0.db | Value: 2849136310.0
616: SUCCESS | Shard: shards/shard_1.db | Value: 717576036.0
617: SUCCESS | Shard: shards/shard_3.db | Value: 2047.524
618: SUCCESS | Shard: shards/shard_3.db | Value: 766.0151
619: SUCCESS | Shard: shards/shard_1.db | Value: 4263891702.0
620: SUCCESS | Shard: shards/shard_0.db | Value: 3206692004.0
621: SUCCESS | Shard: shards/shard_3.db | Value: 1869.8266
622: SUCCESS | Shard: shards/shard_1.db | Value: 1617308418.0
623: SUCCESS | Shard: shards/shard_1.db | Value: 3496939599.0
624: SUCCESS | Shard: shards/shard_0.db | Value: 2164892300.0
625: SUCCESS | Shard: shards/shard_1.db | Value: 2787816828.0
626: SUCCESS | Shard: shards/shard_2.db | Value: 2773.3231
627: SUCCESS | Shard: shards/shard_1.db | Value: 3247981070.0
628: SUCCESS | Shard: shards/shard_0.db | Value: 3228411826.0
629: SUCCESS | Shard: shards/shard_3.db | Value: 1105.0121
630: SUCCESS | Shard: shards/shard_0.db | Value: 3721532522.0
631: SUCCESS | Shard: shards/shard_3.db | Value: 5968.3413
632: SUCCESS | Shard: shards/shard_2.db | Value: 8501.5019
633: SUCCESS | Shard: shards/shard_0.db | Value: 2682724250.0
634: SUCCESS | Shard: shards/shard_1.db | Value: 2862454786.0
635: SUCCESS | Shard: shards/shard_3.db | Value: 5516.0257
636: SUCCESS | Shard: shards/shard_2.db | Value: 3340.4084
637: SUCCESS | Shard: shards/shard_2.db | Value: 1383.9641
638: SUCCESS | Shard: shards/shard_2.db | Value: 651.1306
639: SUCCESS | Shard: shards/shard_1.db | Value: 971974284.0
640: SUCCESS | Shard: shards/shard_1.db | Value: 1623277947.0
641: SUCCESS | Shard: shards/shard_1.db | Value: 1057885089.0
642: SUCCESS | Shard: shards/shard_3.db | Value: 497.5343
643: SUCCESS | Shard: shards/shard_2.db | Value: 9902.4048
644: SUCCESS | Shard: shards/shard_2.db | Value: 1186.7369
645: SUCCESS | Shard: shards/shard_1.db | Value: 2407881040.0
646: SUCCESS | Shard: shards/shard_2.db | Value: 7132.504
647: SUCCESS | Shard: shards/shard_2.db | Value: 3543.9943
648: SUCCESS | Shard: shards/shard_1.db | Value: 263479557.0
649: SUCCESS | Shard: shards/shard_2.db | Value: 6023.3549
650: SUCCESS | Shard: shards/shard_0.db | Value: 3372112806.0
651: SUCCESS | Shard: shards/shard_0.db | Value: 2036675104.0
652: SUCCESS | Shard: shards/shard_2.db | Value: 2035.5112
653: SUCCESS | Shard: shards/shard_0.db | Value: 4572724.0
654: SUCCESS | Shard: shards/shard_1.db | Value: 81621963.0
655: SUCCESS | Shard: shards/shard_2.db | Value: 838.4349
656: SUCCESS | Shard: shards/shard_3.db | Value: 2213.1086
657: SUCCESS | Shard: shards/shard_2.db | Value: 486.8601
658: SUCCESS | Shard: shards/shard_2.db | Value: 5392.2037
659: SUCCESS | Shard: shards/shard_2.db | Value: 7322.8916
660: SUCCESS | Shard: shards/shard_2.db | Value: 3980.32
661: SUCCESS | Shard: shards/shard_3.db | Value: 4259.905
662: SUCCESS | Shard: shards/shard_1.db | Value: 1669370960.0
663: SUCCESS | Shard: shards/shard_0.db | Value: 355296172.0
664: SUCCESS | Shard: shards/shard_0.db | Value: 3998875154.0
665: SUCCESS | Shard: shards/shard_1.db | Value: 3204215894.0
666: SUCCESS | Shard: shards/shard_0.db | Value: 1485138916.0
667: SUCCESS | Shard: shards/shard_0.db | Value: 1808815427.0
668: SUCCESS | Shard: shards/shard_0.db | Value: 1499584840.0
669: SUCCESS | Shard: shards/shard_2.db | Value: 3985.3515
670: SUCCESS | Shard: shards/shard_2.db | Value: 8823.8196
671: SUCCESS | Shard: shards/shard_2.db | Value: 4005.0917
672: SUCCESS | Shard: shards/shard_1.db | Value: 1509244629.0
673: SUCCESS | Shard: shards/shard_3.db | Value: 4524.4489
674: SUCCESS | Shard: shards/shard_3.db | Value: 513.6645
675: SUCCESS | Shard: shards/shard_2.db | Value: 8383.2628
676: SUCCESS | Shard: shards/shard_1.db | Value: 1899413148.0
677: SUCCESS | Shard: shards/shard_2.db | Value: 2725.0154
678: SUCCESS | Shard: shards/shard_3.db | Value: 7569.7148
679: SUCCESS | Shard: shards/shard_1.db | Value: 1349931186.0
680: SUCCESS | Shard: shards/shard_0.db | Value: 2296948448.0
681: SUCCESS | Shard: shards/shard_1.db | Value: 2675710493.0
682: SUCCESS | Shard: shards/shard_0.db | Value: 2357141668.0
683: SUCCESS | Shard: shards/shard_2.db | Value: 8021.6637
684: SUCCESS | Shard: shards/shard_0.db | Value: 4053929542.0
685: SUCCESS | Shard: shards/shard_2.db | Value: 6332.5137
686: SUCCESS | Shard: shards/shard_0.db | Value: 1912336684.0
687: SUCCESS | Shard: shards/shard_3.db | Value: 4265.6623
688: SUCCESS | Shard: shards/shard_2.db | Value: 80.1487
689: SUCCESS | Shard: shards/shard_1.db | Value: 4018342362.0
690: SUCCESS | Shard: shards/shard_1.db | Value: 1128687059.0
691: SUCCESS | Shard: shards/shard_3.db | Value: 1599.6643
692: SUCCESS | Shard: shards/shard_0.db | Value: 2581144689.0
693: SUCCESS | Shard: shards/shard_1.db | Value: 1220832439.0
694: SUCCESS | Shard: shards/shard_3.db | Value: 7293.1703
695: SUCCESS | Shard: shards/shard_0.db | Value: 3759660569.0
696: SUCCESS | Shard: shards/shard_0.db | Value: 4003275206.0
697: SUCCESS | Shard: shards/shard_2.db | Value: 9284.1646
698: SUCCESS | Shard: shards/shard_3.db | Value: 7243.5256
699: SUCCESS | Shard: shards/shard_2.db | Value: 7084.0402
700: SUCCESS | Shard: shards/shard_2.db | Value: 8443.7844
701: SUCCESS | Shard: shards/shard_1.db | Value: 2302328223.0
702: SUCCESS | Shard: shards/shard_3.db | Value: 3257.7457
703: SUCCESS | Shard: shards/shard_0.db | Value: 415084027.0
704: SUCCESS | Shard: shards/shard_2.db | Value: 2154.7906
705: SUCCESS | Shard: shards/shard_3.db | Value: 1453.8185
706: SUCCESS | Shard: shards/shard_1.db | Value: 3597822124.0
707: SUCCESS | Shard: shards/shard_2.db | Value: 6107.0481
708: SUCCESS | Shard: shards/shard_2.db | Value: 7707.9797
709: SUCCESS | Shard: shards/shard_0.db | Value: 3119231652.0
710: SUCCESS | Shard: shards/shard_1.db | Value: 119737773.0
711: SUCCESS | Shard: shards/shard_3.db | Value: 7509.5826
712: SUCCESS | Shard: shards/shard_3.db | Value: 9536.7291
713: SUCCESS | Shard: shards/shard_0.db | Value: 1098530033.0
714: SUCCESS | Shard: shards/shard_1.db | Value: 2387777054.0
715: SUCCESS | Shard: shards/shard_3.db | Value: 9838.9961
716: SUCCESS | Shard: shards/shard_3.db | Value: 6223.1098
717: SUCCESS | Shard: shards/shard_2.db | Value: 2558.584
718: SUCCESS | Shard: shards/shard_3.db | Value: 9450.0965
719: SUCCESS | Shard: shards/shard_1.db | Value: 2133680191.0
720: SUCCESS | Shard: shards/shard_2.db | Value: 3262.4568
721: SUCCESS | Shard: shards/shard_2.db | Value: 3996.2952
722: SUCCESS | Shard: shards/shard_1.db | Value: 3787807260.0
723: SUCCESS | Shard: shards/shard_3.db | Value: 222.6221
724: SUCCESS | Shard: shards/shard_0.db | Value: 1273291451.0
725: SUCCESS | Shard: shards/shard_0.db | Value: 76240173.0
726: SUCCESS | Shard: shards/shard_2.db | Value: 704.2219
727: SUCCESS | Shard: shards/shard_0.db | Value: 3892679457.0
728: SUCCESS | Shard: shards/shard_3.db | Value: 4146.3573
729: SUCCESS | Shard: shards/shard_1.db | Value: 2265771294.0
730: SUCCESS | Shard: shards/shard_2.db | Value: 4448.8034
731: SUCCESS | Shard: shards/shard_1.db | Value: 2636197505.0
732: SUCCESS | Shard: shards/shard_0.db | Value: 2559002176.0
733: SUCCESS | Shard: shards/shard_3.db | Value: 683.1749
734: SUCCESS | Shard: shards/shard_2.db | Value: 3294.9962
735: SUCCESS | Shard: shards/shard_1.db | Value: 2423816771.0
736: SUCCESS | Shard: shards/shard_2.db | Value: 8278.3701
737: SUCCESS | Shard: shards/shard_0.db | Value: 2221732006.0
738: SUCCESS | Shard: shards/shard_1.db | Value: 3670708966.0
739: SUCCESS | Shard: shards/shard_3.db | Value: 9817.2063
740: SUCCESS | Shard: shards/shard_1.db | Value: 1511424049.0
741: SUCCESS | Shard: shards/shard_0.db | Value: 804246401.0
742: SUCCESS | Shard: shards/shard_0.db | Value: 87493418.0
743: SUCCESS | Shard: shards/shard_3.db | Value: 4157.7004
744: SUCCESS | Shard: shards/shard_0.db | Value: 971488852.0
745: SUCCESS | Shard: shards/shard_3.db | Value: 5469.373
746: SUCCESS | Shard: shards/shard_0.db | Value: 1086175817.0
747: SUCCESS | Shard: shards/shard_0.db | Value: 3660966969.0
748: SUCCESS | Shard: shards/shard_0.db | Value: 2522545398.0
